reviews,rating
Excellent for browsing and reading. Good price for great quality.,5
"I bought these tablets for my grandchildren, ages 8 & 11, because they love playing games on mine when they come to visit me. Oh the smiles on their faces when they opened them up :)",5
Hopefully works great this is for my 3t son. Can't beat the price.,4
A must have for your baby or child!! 100% Free apps!!,5
"The main reason I purchased this was because I like to annotate scriptures and insert personal notes or related notes to passages especially meaningful to me. It's much easier to insert comments now with the keyboard display than it was to insert comments on the old Kindle I have, so that was a huge bonus. The one draw back/gripe I have is the ""back"" triangle button. The scriptures I read have hyperlinks that take me to other scriptures, and before on the old Kindle, I could hit the back button and it would take me back to the previous page I was on. E.g., if I was on page 10, and selected a link to page 14, the back button would take me back to page 10. With this kindle, the back button takes you back to the library, and the previous page tap/swipe takes you back to the previous page, e.g., if I'm on page 10, and I take a link to page 14, it'll take me to page 13. The work-around that I discovered is using the bookmark function which is only slightly more time-intensive than the old Kindle back button. The only other concern I have is the battery life. If I'm going to enjoy some long reading without heavy annotation (e.g., reading fantasy), I'll probably use my old Kindle. If I want to do some serious annotation and cross referencing on different commentaries (e.g., scripture study), the new Kindle is the better bet. The commentaries I reference are PDFs - I could create a Kindle book out of them, but it messes up the tables in the PDFs, and I don't care for the PDF viewer that came with the Kindle because you cannot bookmark the PDF or annotate it. I purchased a very inexpensive PDF app called ""exPDF Reader"" which does everything I want with PDFs. All-in-all, the Kindle - Fire is a great tool and fits into my lunch box, so I take it everywhere. I read that others were concerned about it's weight, but I find it to be light. I'm used to reading door stopper books, and it is definitely more manageable than one of those. A pleasant surprise I had was the ""blue shade"" feature which enables me to read at night without worry of negatively impacting my sleep cycle/quality of sleep. You don't need a separate booklight for this like you do for the old Kindle, so that's a nice perk too.",5
"Believe it or not, I purchased this for my 3 year old Grandson, and he is doing real fine with it.",5
This was a Christmas gift. Lots of games and books for children. Easy-to-use. 5 year old is in love with it. Nice size.,5
"Excellent tablet for the low price, insurance however would be a waste of money since its 1/3 the cost of the tablet",5
I bought this product for my 12 year old niece. She was extremely happy with it especially the camera feature. It is durable and easy to carry around. Great product!,5
can't beat the price. thinking of buying a second one for myself as this was for my wife,4
Tablet is very well built for 49.99 . Only issue is the speed of the processor,3
I bought this for my dad. works great for a novice that just needs basics,5
This is my daughters second purchased kindle..great product for reading games and searching the web..durable and affordable.,5
Bought for lil brother its a ok tablet for a kid especially apps like WWE and cartoon,3
This is a great value. Comfortable size for reading.,4
I absolutely positively Love my Kindle Fire! It is the best of both worlds being a Kindle & a Inexspensive Tablet!,5
Bought one for my great nephew and one for my grandson both 7 years old and it's perfect. Price and what they can do.,5
my four year old has trashed this one again. it really is great but I need to find ways to make it so the glass doesn't break. the computer itself is wonderful cracked like crazy and I cant cut my fingers.,4
Works great.Terrific tablet for price.Would definitely recommend this tablet.,4
"I highly recommend this tablet, it is very affordable!",5
I like the tablet. My 6 year old daughter is able to download lots of games and she loves it!!,4
It works perfectly and I like it . I might get another one for Christmas gift,4
Very satisfied useful for internet and email. Will continue to use this brand.,5
Easy to use when traveling. Has all I need and is fast and covers my needs.,5
"if you know the workarounds of the amazon kindle environment, this tablet is a good choice. cheap, lightweight and the expandable memory are the best features.",4
I purchased three tablets and the grand children have been using them every day and they are working great and just the one that they needed. They are easy for them to use and even this grandmother can work them and that is a plus for us.,5
"works for what needed, watching netfix app is done",3
I would recommend this to anyone it quite compact and easy to use and it good for any age.,3
Love this product! Takes clear photos. Easy access to internet. Tons of apps to choose from. Everything you could need in a tablet is here!,5
picked this tablet up for my wife had a bad experience with other cheap tablets bought this one and have absolutely loved it best value out there,5
"This is great I was used to just the plain Kindle and this feels more like a tablet than just a kindle. I use it to check email, do pintrest and read my books. Totally in love with my new Kindle fire!",5
"We love our Kindle Fires! One for me, spouse, & 87 year old mother. It keeps us connected just as any more expensive tablet can, and for 1/4 of the cost. Also has Amazon special apps.",5
"Was looking for a low-priced tablet to access my Kindle and magazine apps - specifically The Economist. What I didn't realize was that this was the ad-version of the Kindle, so removing ads on it would not be possible w/o fee - and worse, there's some limitation around some apps and everything located in the Google Play store, so apps like The Economist were not available. Sooooo... returned.",2
"I had the original kindle fire from many years ago that survived many a drop onto concrete floor without sustaining any damage, so I hope this one will last as long. Easy to start up and charges fast. Already had a couple of os updates that were very fast downloading and installing. No problems.",5
"The Fire is performing everything I would wish for in a tablet. Browser is working fine, and I enjoy reading on it.",4
Not as quick as my iPad but a great solution for traveling. Some of the apps that you get on an iPad are unavailable. Happy purchaser!,4
"This has been great for travelling. I can read and watch tv/movies, and not have to take out my computer. The price sealed the deal.",4
"ok I have played three games it's great, have had no time to do other work yet",3
I bought it for my 8 years old sister and it's perfect. Screen is clear and the price was great,4
This is my first tablet. It is simple to use and very efficient.The only thing that I would have liked would be larger keys on the key pad. Other than that I am very happy with it.,4
"The tablet meets my immediate needs of email, games, even social networking. Also pleased with streaming of my favorite site. A little slow but maybe the network. Also Amazon's technical service was excellent. I had a bad day and was frustrated with start up which is easy when in your right mind, anyway the technician deescalated excellently.",4
Easy to use. Has a nice clear picture.comes with some good apps.,5
Love the tablet. Great reviews for the amazon kindle,5
"I really like my Amazon Fire Tablet, it's easy to use.",5
"I bought this to give as a door prize gift for a nonprofit. they loved it, I was impressed with the reviews and proud to donate it as a gift.",5
My kids love it . I love the size and weight . It not easy to broke or crack,5
I like the e-reader on here plus I have all the apps as well,4
I bought these kindle fire tablets for Christmas presents for the grandkids... They love them. Good durable tablets at a great price.,4
"I love my fire tablet, use it everyday from mail to games",5
I got this for my dad for Christmas and he absolutely loves it. !!!,5
Stay charged for a long tine. Prefect size for young kids.,5
"I purchased this for my mother as a gift because she was always watching me play games , surf the internet, check my email and message friends. She asked if the one she had could do all that and I new it wouldn't. She LOVES her new Fire.",5
Great product for Basic use. Runs well for the price of $50.,4
A very handy device to have with you when you're on a budget and an active Amazon member. Works wonders as a Prime Member!,4
If you don't have high expectations this is a good deal for the price.,4
I bought this tablet for my grand kids. They really enjoy it.,4
We are getting this as a christmas gift. I am so excited for out 7 year old to open it,5
This Tablet was purchased as a gift for a friends mother who's not that handy with computers so this was perfect for her she loves it.,5
Was a christmas gift for my daughter she loves it.,5
It was a gift to our granddaughter for Christmas and she was and is thrilledwith the device. She especially will use the Geek Squad information service.,4
"It is okay I guess, but not very user friendly. I probably wouldn't recommend to a friend for this reason",4
It was nice for a 8year old she will be using it when we go on our family vacation this July. She was very happy to see it for Christmas. I did have to exchange the original one because It was broken when we purchased it. Took it back to best buy got a Brand new one . And didn't have any more problems.,4
"Great price and tablet. Kid friendly, good parental controls, works very well!",5
I bought one of these tablets for my 5 year old son and he loves it. Very user friendly and many options of games and apps for free at Amazon.,4
Good for kids good for reading not good for much else,3
This is just perfect for my tween boy. It is easy for him to use and play games on while we are driving in the car.,5
Bought this for my granddaughter so i could get mine back. She loves it as expected!,5
This tablet I use for reading as well as free games.,4
This was a gift for my son he loves it great price point for an entry level tablet,5
Good product for the price. Screen resolution is decent. Love the external memory card slot.,5
"...but WiFi isn't working great. I have love Amazon Kindles since my first one, replaced it with a 7"" Fire HD, then got 7"" Fires...multiple ones. Problem is the last 3 work with wifi for a while, then start having problems. Reset wireless modem worked for a while, then hard reset did, now won't work for wifi at all. Will keep trying, though.",2
Bought for my 14 year old son for Christmas. He likes the Amazon fire and using frequently...primarily for playing games. My husband has had one for several years and uses it every day.,4
"If you are already an active Amazon prime member, kindle book buyer, etc. this is a no-brainer buy if you need an inexpensive tablet. High quality materials are used with a great deal of functionality at a very reasonable price point.",4
Bought the tablet at a great price. Wish i would have gotten more,5
Easy to navigatePerfect for little ones  Buy a screen protector too !,5
It's definitely not a top of the line tablet but great for the price the kids love it,4
It is a great tablet for its price. I would recommend,4
Price is great and my 6 year old LOVES it. Overall perfect.,5
Was holding out til the price drop. Got it for $33 on Friday after thanksgiving. Love the tablet great for my little girl.,5
Bought this tablet as a gift for my daughter. Pretty sure she will love it!,4
"Great device for the price, got it in a reasonable amount of time.",4
Great tablet everything i wanted in a tablet thanks,5
Its an excellent tacky for the prices. It works well and the picture quality is excellent.,5
Decent tablet. I knew it wouldn't be fast but it does get the job done and it was relatively cheap.,3
its a christmas gift so have not even opened it yet,4
I'm a big fan of Kindle tablets so i got one for all the kids for christmas,5
The Amazon Tablets are the best out there and at the best prices. Full tablet functionality and access to all the Amazon media. Can't lose with these tablets.,5
Does what you would expect for the price. Not a spectacular device but it gets the job done.,3
Good solid tablet for the price. Does alot of things,4
REASONABLY PRICED. HAS MANY FEATURES OF TABLET COSTING MUCH MORE. DAUGHTER REALLY LIKES IT.,5
Amazing value for money tablet !!!Best in this price point.Got it for 39$ on sale from Brst Buy.Solid built and quite a rugged product.,4
"I bought this Kindle 7"" fire for my granddaughter. She has used my fiire HDX and was used to the format, so it is working out great for her. Still I wanted something inexpensive in case anything destructive happened I would not have much money involved. We are very happy with it.",4
brought this to replace a tablet that my girlfriend lost it's perfect for her it fits her hand and she can still do most of the things that she did on her old tablet way to go Amazon,4
Small and compact but great for reading books and gaming. Will try Netflix down loads next.,5
"this is a great tablet at a great price. unfortunately it can't connect to google play without hacking. if that's what you need, look at the acer tablet. if you are looking for an inexpensive fire tablet, you can't go wrong with this.",5
"Very Nice tablet. Works very well. No issues. Nice video, and excellentwireless wifi, just a very smooth unit.",5
I purchased the tablet for my mother in law to use to read ebooks and play online games. It was very user friendly and a great price and product for our needs.,5
Gave this to my son for Christmas. He loves it. Speed is good for what he does and battery life seems good enough for him.,4
"not a i-pad that's for sure, but doesn't meant I don't enjoy it. If you have amazon prime membership - this is a no brainer. its not so preciousness allows me pass it to others without the stress.",4
"Purchased this for my 5 year old daughter so she could watch cartoons on Netflix. It's very durable, I use it sometimes myself, not a powerful as an iPad mini or galaxy tab but very good for the price.",4
Great product!! It was easy enough for my ten year old to use. Also it was easy to set it up for her. I highly recommend it for the price!!!,5
I AM GLAD I GOT ONE FOR CHRISTMAS E A SECOND ONE FOR NEW YEARS!!,5
I purchased this for my mom 4 days before Christmas with 2 day free shipping. It arrived on time with no issues. My mom loves it! She likes to read digital books and watch Netflix and this tablet allows her to do both. She also loves that it's small enough to fit in her purse and Bluetooth capable.,5
"Simple but effitient. I bought it to use mainly as a good cost benefit music player device. The Fire has some limited apps for the purpose I get it but it works fine. As I had no tablets yet I discovered I can use it for other things. Yes, it works fine as a tablet and I am learning to love it.",5
great purchase very pleased with our tablet!!!!!!!,4
"Awesome tablet, easy to get through! My son love it",5
Very useful to keep my little cousins occupied with educational games,5
Bought this tablet for my Step-daughter for Christmas and she loves it so much I asked for one for myself!,5
Bought for Christmas and my daughter loves it. $50.00 for a tablet is a great deal.,5
Tablet runs well and the form factor is decent for such a cheap tablet.,4
"Got this for $35 on Black Friday. Has some built in ads on the lock screen and does not include play store. After replacing the system with cyanogen mod 12.1, it's amazing - fast, nice battery, great build quality, glass screen.... Can't ask for more for under $65 or $75 minimum.",4
I was able to grab this tablet for $35 during black friday. I was surprised at how great this little tablet was for that price. I would definitely recommend it if you can grab for that great price.,5
Can't complain about the value of this kindle for a great price. Gets the job done and is perfect for my 4 year olds studies and games.,5
"It's prefect for everyone, from my kids to us adults less tech savvy!",4
I bought this tablet for my daughter and she absolutely loves it. And they come in colors now.,5
Bought this for my father as he is in his 60s and never had a tablet before. He loves it and it works for all his needs.,5
"Amazon's Free Time is a great tool for parents, making this a very good tablet for young kids. You can control when the Kindle turns off at night and when it can be turned on in the morning. You can control how many hours it can be used before shutting down, or you can specify hours by activity--books, videos, and apps/games. You can even set goals, such as 1 hour of books before allowing videos and games. And you control exactly what content they can access. And when your kid's not using it, you can use it yourself with your own unrestricted profile.",5
I had a Kindle earlier and rarely used it because the interface did not feel reading-friendly. This one is better. I am using it for two textbooks and find the interface improved. The purchase came with a free month of amazon prime which was a plus -- even though I decided not to renew after the month was over.,4
Does what it says it does and is small and convenient!,5
I give 1 of these put every month at work. It normally goes to their kids so they are the awesome parents.,5
"This Kindle is great for the price. However, there are some downsides to paying for a $50 tablet. The battery life goes very quickly, so daily charges are necessary if you're a heavy reader. You also can't save anything of merit like books or magazines to a mini-SD card, thus making a purchase of one a waste of time and money.",3
"This is my husband's first Kindle, and he is so happy that he enjoys it. He plays on it almost every night.",5
This tablet works great for my 7 year old son. He loves it. The app store has plenty of apps. I would recommend.,5
You can't beat the amazon fire tablet. especially for only $50!! I bought one of these for each of the kiddos and one for myself. With the amazon prime membership these tablets are on FIRE,5
Excellent tablet and you can't beat the price. Make great gifts for Birthdays or for Christmas.,4
I bought this for my niece and she seems to love it. Great for netflix and playing games. Of course you can also read books just like all kindles.,5
Best at its price. Just bought it because its less when compared ot other leading tablets. good for Skype.,3
"This is the possibly the best Tablet if you are an Amazon store/prime centric user. But, it doesn't include the Google Play Store and doesn't include most / any of the Google apps, which are stables in the Tablet world. No Google Inbox, etc. For me, this tablet is a ""skip"". But, it's cheap and if it meets your needs you might love it.",3
"If you have an Amazon Prime membership, so that you are getting all of the videos and music, then this is a great table for tossing in your bag when on the go. It;s not the highest end, but works great with the Amazon features for a great price",4
It works great for all like to surf on the internet.,5
I purchased this along with the kids version for my two year old grandson this one stays at my hose the Kids version at home with his parents he loves it,4
"I loved it. Not only was the price good, but 8gb of memory is phenomenal!",5
$50 for a tablet is amazing. It does what it needs to do with not alot if frills.,5
This is a good tablet for the money. Recommended for first time tablet owners.,4
"I'm an avid android user, however you'd be very hard pressed to find an android tablet of this quality in this price range. The quality of this Amazon Fire tablet is really great. It is not HD, but that doesn't matter to my 9 year old, who uses it to play games and listen to music. It has extremely robust parental controls, allowing parents to set a child profile and then set screen time limits, bedtimes, and limit content available. The child profile is actually a little too restrictive in my opinion, as I think my 9 year old could handle something in between full unrestricted access to amazon content and kiddie games only. Overall I am very happy with this purchase.",4
Great value. I don't have any issues with this tablet. Some others mentioned ebooks were difficult to read but I don't have that problem. The storage is tight so I added a 64GB card to it. I use it every day.,4
"The Kindle fire tablet I purchased, is great for what I use it for, comparing prices&stores research, reading .perfect.best bang for your buck.",5
Finally a perfect tablet for my son. With the addition of the memory card my son is able to play the apps he wants and still have his school apps on it! I am still able to use the parental settings to keep him safe. We all really enjoy this new Kindle and the price!!,5
Love the Fire - play games on it every day. It is small enough to carry with you but powerful enough to watch movies.,5
"I absolutely love this tablet. I check my e-mail. I watch movies. The only thing I DO NOT like about the tablet is that it sometimes have problems taking you to the correct site. But you must remember that it is a tablet, NOT an computer. I find all in all the picture is clear and the sound is wonderful also it has unlimited cloud storage which is good and when you download a picture it takes just a few minutes. Amazon Prime is a must however or you will be spending a lot of money to view movies and read books as almost everything available cost money. Prime is a money saver and it lasts a full year. It also comes with free shipping. I tried it and it is good. I receive my purchases in 2 days. Prime is the way to go if you purchase this tablet because it comes with a lot of perks.",5
These were purchased as Christmas presents for my grandchildren. However I did open the packages to be sure they were fully charged and updated. I was surprised at how fast the response time was and how easy they are to navigate. My grandchildren are going to love them!,5
Not a bad bargain. Excedes my expectation! Dont let the price make you doubt it. Runs smoothly on any app and the battery life is OK.,4
I love watching FiOS on this tablet! I like that I can check my emails and go onfacebook at the same time.,5
I AM LIKING IT SO FAR JUST FOR BASIC USE. READING AND SOME WORK VERY LIGHT. GOT A WIRELESS KEYBOARD TO GO ALONG WITH IT EASY TO CONNECT. NO problems very happy.,4
I purchased this Amazon Kindle Fire for my mother. She is new to technology and loves this tablet.,4
"Have the smaller Fire HD tablet and was looking at the larger tablets but read the reviews and when this tablet came on sale at an extremely great price, purchased this one. Am very happy with it although the photo quality is not as good as my Samsung Galaxy, it is fine in most lighting situations. It's features are good and would purchase it again.",4
Easy to use. Great for someone who wants to play some games and use simple apps.,4
"I like the tablet. The only negative is that google apps don't work, but for the money, I don't really care that much. I mostly just use it to read",5
I like it for the price but did notice some flaws.,4
I bought this product since my wife purchasers a number of books from amazon. We also wanted easy access to our emails.,4
"Nice to review photos on mini sd card but, disappointed that photos can't be downloaded to the hard drive. Better camera with ability to see what you are taking pictures rather than 3rd generation which only has only one camera lens.",4
My 11 year old daughter loves it!! This product surpassed expectations.,5
Good small affordable tablet gets the job done very nice.,4
I bought it for my son and he loves it. For the price you can ' t beat it.,5
Did not care for this product. Had difficulty downloading some Aps.,3
My son uses it in his therapy to track his program. It is the perfect size.,4
"Got this as a present for my son. He likes to read and watch shows in youtube. For his age, i think this is perfect. It does the same as ipad mini.",5
Sadly no having netflix support is resulting in my last tablet purchase from Amazon.,2
"I bought this tablet for my 19 year old nephew for Xmas. He's currently enrolled in his sophomore year in college. I figured he could use this for some homework, projects but also for fun. After taking out and playing with it a little bit, I bought another for my mom and my 13 year old niece!",4
"You get what you pay for with this product. There are better tablets, but this is a wonderful product for the low price.",5
Overall couldn't be more happier with the tablet works great for the price of it I would def recommend to my friends,5
"Overall, this is a decent tablet. Quite easy to set up. Takes a few minutes to run the updates, but you'll be up and running in 15 minutes or less,Build quality-- very impressive, this is not a cheap feeling device. it has a nice weight, and is very solid feeling. the back of the device is a plastic type material but overall nice.",4
"So far I've had my Fire Tablet for over a month. Its my first tablet. The lack of the Googlke Play store means the Amazon apps are pretty limited, but I found avway around that. The front camera is grainy but acceptance while using Skype. Battery doesn't last long, and it seems to take hours to recharge. For a $50 first tablet, I suppose those are acceptable flaws. Feels robust in the hand, though the plastic casing reminds you of its materials if you hold it tight.",4
this is Great for reading books or doodling at work.,3
"resolution a little low on the screen, but excellent tablet for the price",4
We bought this tablet for our son and there were a lot of free downloadable educational games and apps. Amazon also gave us $25 to purchase apps and ebooks!,5
I purchase this for my wife that she can use as an e-reader. You truly enjoys it. She takes it to her book club meetings and she uses it more than her iPad.,5
I really enjoy reading much more. Especially like the rotate feature,5
This tablet is a well made tablet. Be sure to get a sd card as the memory is not great. The Amazon underground with totally free games and apps is worth the purchase alone. You do not need Amazon Prime subscription service to enjoy this little tablet. Go on and purchase one for 50.00 you wont regret the purchase.,4
"This tablet is great for the price. We ended up purchasing 6 of them. It is great for the kids and is very functional. I think the price helped lower my stress level where the kids are concerned, but it is very sturdy. Would purchase again.",5
"I purchased the Amazon Fire 7"" Tablet for 49.99 and I have to admit for it being my first tablet, it works great and I have no complaints so far.",5
"I purchased this to read books and check out ebooks from the library. I love it and it's easy to use. This is in color and you can even play games on it. It's small enough to fit in my purse so while I'm at appointments I can read and if my son gets board, he can play games.",4
"For it's price point, this is a great little tablet. As long as your not looking for something to do everything, you'll be happy. This was given as a gift and the recipient was very happy with it.",3
"I purchased this tablet as a Christmas gift for one of my grandchildren, so they won't get it until then. It hasn't even been opened at this time. Overall rating is based on product reviews.",4
"this was a gift for my mom, she loves it!!! works great",4
little gem does so much for such an amazing price.,5
"Works great, easy to carry. Covers my needs when traveling.",5
"Meets expectations consistent with the price. I don't really use it for anything. It simply can't replace my iPad. Both the screen quality and battery life are poor relative to my iPad 4 from a few years ago, so I haven't found a use for this Kindle Fire. Generally it just feels cheap and the user interface not as clean as the iPad. I think it's value is consistent with the low price point.",3
I got it for my son he loves it very good for travel,5
This is a nice tablet. It has a really good clear screen.,5
"Great for the price.. Good for gifting, if you don't want to spend too much :)",5
It amazes me that this tablet is less than fifty dollars. Is it going to replace an ipad? No but it's not meant to. It is great for watching hulu and net flix. Amazon underground is pretty amazing also. Well worth $50. If you are on the fence about it just buy it. You won't regret it at all.,4
As a tablet noob this was the perfect tablet to start with simple to use and even simpler to understand. I like every thing about it now I want a larger screen.,5
Bought it for my nephew and he loved it. Great purchase,4
"You get what you pay for, with that being said. For 50 bucks i'ts great. It's not super fast wont play heavy games. But, it will netflix and read books fine. Screen is plastic, not glass like most so it scratches VERY VERY easily.",4
"Great for kids or adults. Can't beat the price for what this tablet can do. Just as good as the more expensive tables, just need to buy extra memory",5
great tablet for the size. will be giving this to the kids from santa this year.,5
I have owned many tablets in the $250 and below range. This is great for the $. A bargain with lots of utility at only $50!,4
This tablet is great for a kid or it is amazing in quality for $49.99,5
I bought two of these for my daughters. Works great for the kids and if they drop them and break your not out a huge chunk of money like you would be for an IPad.,5
Download is slow but after its on the tablet. It works great good buy,4
"Works fine for a $50 basic tablet/reader. Other functions, not so great. Very entry level.",3
This was purchased for my daughter. She absolutely loves this tablet. It's a perfect size for her. She has not stopped using it since we gave it to her. It's an excellent product to keep her busy and entertained. The graphics are awesome. The price we paid was well worth it. We will keep shopping at Best Buy,4
"All I need,Great table great screen works as it should.",5
An excellent tablet for such an affordable price!!!!,5
"I bought this expecting the same quality i have received in the previous 3 kindles I purchased. I am disappointed. I like the price. The home screen is just all the apps right in your face, not just the ones you want, like in the older version kindle fire. I mostly use it for reading books, and so far I'm dissatisfied. It's great to swipe to the next page, but when I want to go to settings or something else while reading I find it difficult to open. Instead the page just turns and by the time I finally get to the book settings, I've lost my spot! I downloaded the Facebook app and it's very slow. Maybe it's Amazons way of telling me that's what I get for $50 but come on. Sometimes I like to use the kindle to search the web and that too is slow. I compared it to my older version and there is a noticible difference in speed. I know there are other cool user tools, but for me I mostly use it to read and check Facebook and maybe Pinterest. It's priced well if you want it for kids, it's user friendly and my kids have already figured out all the options. I would recommend it for kids or for people who are technologically not savvy.",3
"Quite simple: it's a kindle fire tablet. It does exactly what it should do as a tablet attached to a reader. I like that I can send things from my desktop to my kindle. It streams well, and it works well with my Bluetooth keyboard. This is actually what convinced me to do a year of Prime. Next year we'll see how it goes if I renew, but so far so good. The lock screen shows a different advert, but that's not so bad...it's only a lock screen.",4
Did what I needed it to do took back to get a bigger size,3
I bought it for my nieces and nephews and they loved it.,5
"It works great, its just not quite what I wanted for my daughter.",3
"et me start by saying, please do not buy this tablet expecting it to be comparable to an Ipad or Samsung tablet. I think the people who expect that are the ones who are disappointed by its features.I personally love this tablet. I wanted a tablet so that I could read, check emails, watch shows ( Hulu, Netflix, AMC), shop online and do some web surfing. I am a pretty simple gal. I did not expect much when purchasing this tablet. I assumed the picture quality would be fairly poor, that it would load pretty slowly, and that I would be unable to download most of the apps I wanted. It wouldn't have bothered me, being that I believe you get what you pay for ( and I could not afford an Ipad or Samsung at the moment). Boy was I proven wrong.I was pleasantly surprised at the picture quality from the moment I turned it on. I have had other tablets ( and paid about the same) with terrible picture quality. I actually love watching my shows on this tablet because it is as if I am watching them on my television.This tablet loads pretty darn quickly. I have never had an issue with it loading slowly or getting stuck.I have been able to download EVERY app that I wanted, except Instagram ( oh well, no biggie). And me being the Amazon freak that I am, I was happy to see Amazon apps pre-loaded onto the tablet ( shopping, music etc. ). Speaking of music, the sound quality is pretty great too!I am very very happy with this purchase, it really is a steal. I would buy another for sure.",5
No issues with the product. I am a satisfied customer.,5
"I purchased this tablet for my young nephew to watch videos on the go. It was to replace his iPad mini. This tablet does everything that he was doing on the iPad, is easy to use, and only a fraction of the cost. The advertising on it is a bit annoying, but can not complain with the price.",5
It is easy to set up and easy to use. You can use it to watch videos from the Amazon Prime video or listen to music with the Amazon Prime music or read on the Kindle. Great value for everything you get.,4
"This is my second Kindle tablet and I couldn't be any happier. I primarily use my tablet to read comics, they have the best comic reader on any device to read your CBZ files (ComicCat). Now that you can upgrade and add extra memory the 50 price tag can't be beat by rival companies. Great for the kids. If they break it it's not as bad as breaking say an IPAD at a minimum of 300.00 dollars.",5
My son bought this and he loves it. And it's cheap!,5
"This little tablet is awsome for the price. Great for the kids too! Perfect for reading books, playing games, surfing the web. I am very pleased with my tablet! Will be buying more for gifts this holiday season!",5
Best thing that has come out of Amazon factory for a long time $50 for a table and the underground app store makes it more worth than the price you pay. No complains.,5
Bought for my niece she loves it !! Easy to use and good size.,4
"My view comes from being only a IPad user. And my purchase purpose was for a very young granddaughter whose sole purpose right now is to steal my Ipad to watch YouTube cartoons, and she operates it very well.I'm giving this 3 stars because I'm returning this in less than 24 hours. So I didn't give this much of a chance. First it seems it REALLY wants you to sign up for Amazon Free Time ($4.99 month). Guessing my experience would be a whole lot smoother if I did that.So created the child profile on the tablet, moved the YouTube app to the profile. Opened the app and got selections for Popular, Music, Movies etc... Could not locate a ""search"" feature. After repeated tapping, got Music to open. Only to get a warning that ""this content is restricted in the Amazon Free Time app"". What? So I have to join to unlock YouTube? I'm technically savy so the fact that I was frustrated didn't bear well for the granddaughter. Maybe there was another way around this but I didn't look. Should not have to.Couple this with the random ads for games, Amazon Prime, etc that pops up and that was enough for me. So going back to get a Windows tablet where you click on the YouTube app you get what you are expecting without restrictions. For the $49.99 price I had to try this. But not for me.",3
Better quality then most tablets in same price range. I still suggests the accident protection plan or at least a okay case for it. Ads on lock screen is a bit of a let down but it functions like its supposed to.,3
Great value. My kids love it and use it often. Really helps them with homework.,5
This tablet is a great tablet for a great price. It meets your needs of a tablet -from Internet surfing to reading your favorite books.,5
"You can't beat the price...Picked this one up for only $60 from Best Buy..I like the additional control parents have with kindles. It's great when you want to limit your kid's time on youtube, games etc. I would certainly recommend this to a friend..",4
I bought this tablet for my wife. The Google app store and 8 gigs of memory were just what she was looking for.,5
I bought this for my 10 year old son so he could read books and of course play games. I bought a 16gb micro SD card to use with it because I knew the 8gb wouldn't be enough.My son loves it! He reads his books and plays all types of games. And thanks to the Amazon Underground app most of his games are free. While this tablet doesn't have enough power for me it is perfect for him!,4
Good for the price hard to beat it!!!!!¡!!!!!!!!!!!!,5
Love it the size easy to carry and store would recommend to others,4
Person really likes the gift. Says it is ideal for his needs and then plus. Easy travel size as well.,5
I bought this for my son who has a speech disability. He uses it to communicate as well as play games. Great parental controls,4
App selection is very difficult too much Amazon sales have not been able to get my Reward Zone points tried to purchase app but was unsuccessful,4
It works well my granddaughter loves it she plays on it everyday,5
I love this tablet. It does a lot more then my previous one which cost almost 4 times the price.,5
"I love Amazon tablets. You got the best of Amazon and android apps in one device. And, for $50, you can't beat the value! I highly recommend purchasing this tablet.",4
"I brought a bargain tablet about a year ago and ended up very disappointed in the browsing speed. I basically wanted a tablet for quick web searches without having to boot my PC. I was nervous to try again, but am SO glad I did. The Amazon Fire $50 tablet is AWESOME for quick surfing tasks. I also use the Kindle e-reader app on it, and this works well too. The reason for my 4-star rating (instead of 5) is two-fold, but both are related to apps. My first issue is the Yahoo email app - for some reason I don't have access to my contacts in it! I didn't realize this at first when I was just reading emails, but trying to send an email was awful... it took about a half hour because I had to dig through my inbox for emails from the people I wanted to send to so I could find their address to put in the TO box of the new message I was creating. What a pain! The other issue is that the app world is dominated by ""for iPhone"" and ""for Android"", so you may be severely limited in what you can find for this tablet because it doesn't fit neatly into one of those two categories. However these are minor annoyances and not the primary reason why I wanted a tablet. So if you need to do quick Internet searches/research or want to use the eReader, then you cannot beat this price for the quality you receive. Love, love, love my new Amazon Fire tablet!!!",4
"So with that said, I cannot complain. I purchased this so I could have something inexpensive, small and could throw in my purse or pocket to read school books on the go. I own an iPad Air 2. I paid $450 for that, so it's not fair to compare the two.Of course Amazon doesn't have the apps that Apple has. If you're looking for something to read books on, but to be able to hop online from time to time on a screen bigger than a smartphone, this is it.The screen resolution isn't top of the line, the audio isn't great, but you can watch Amazon video, youtube and other streaming services on this table.If you know the capabilities of this tablet, then you won't have your expectations set too high. With that said, comparing this to any other $49 tablet, this wins. With the low-end cost of this, if I had the finances, I'd find an under privileged school district and buy these for them. The features of setting these up for educational time for kids is great. If you haven't already exposed your kid to iPads, I'd recommend one of these.I think the Fire would also be good for someone who isn't a techy. I don't even consider the camera on this. They could have left that off of the device, but I suppose if you purchase one of these for grandma, she can use it to skype the grandkids. I just see a lot of possibility for this because of the features and cost.",4
I went to purchase a new tablet because I had misplaced my old one. I told the sales person in that department that I was interested in one of the cheaper tablets that you have on display and he asked me if I had ever owned a Kendal. I told him that I had purchased 2 of them previously and really liked them. He then told me that the newest Kendal had just been delivered 2 weeks previously and it was only $48.99. I said WOW that's a great price for a Kendal and of course that is what I purchased. The sales person was very polite and professional. I really enjoyed the experience.,4
Friendly user for kids enjoyed being able to read books.,4
